transcript_id,set,archetype,sub_type,market,resolution,sentiment_arc,agent_consistency,intent,turns
VS_0015,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0016,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0017,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0018,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0019,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0020,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0021,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0022,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0023,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0024,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0025,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0026,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0027,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0028,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0029,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0030,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0031,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21
VS_0032,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0033,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0034,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0035,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21
VS_0036,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0037,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0038,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0039,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21
VS_0040,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0041,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0042,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0043,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0044,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0045,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0046,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0047,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0048,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0049,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0050,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0051,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0052,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0053,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21
VS_0054,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0055,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0056,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0057,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0058,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0059,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21
VS_0060,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0061,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21
VS_0062,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0063,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0064,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0065,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0066,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0067,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0068,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0069,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0070,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0071,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0072,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0073,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0074,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0075,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0076,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21
VS_0077,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0078,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0079,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0080,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0081,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0082,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0083,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0084,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21
VS_0085,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0086,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0087,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0088,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0089,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0090,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0091,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0092,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21
VS_0093,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0094,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0095,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0096,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0097,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0098,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0099,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0100,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21
VS_0101,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0102,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21
VS_0103,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0104,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0105,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0106,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0107,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0108,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0109,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0110,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0111,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0112,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0113,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0114,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0115,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0116,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21
VS_0117,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0118,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0119,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0120,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0121,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0122,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0123,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0124,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0125,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0126,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0127,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0128,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0129,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0130,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0131,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0132,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0133,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0134,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0135,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0136,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0137,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0138,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0139,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0140,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21
VS_0141,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0142,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0143,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0144,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21
VS_0145,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0146,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21
VS_0147,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0148,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0149,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0150,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0151,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21
VS_0152,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0153,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0154,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0155,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0156,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0157,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0158,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0159,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0160,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0161,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0162,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0163,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0164,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0165,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0166,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0167,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0168,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17
VS_0169,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0170,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19
VS_0171,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Kuda,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0172,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/NCBA,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0173,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0174,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0175,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0176,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/RAKBANK,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0177,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/OPay,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0178,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Absa Kenya,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0179,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Emirates NBD,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0180,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Moniepoint,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0181,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/NCBA,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0182,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/RAKBANK,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0183,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Moniepoint,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0184,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0185,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0186,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0187,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0188,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0189,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Moniepoint,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0190,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0191,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/RAKBANK,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0192,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Kuda,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0193,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/KCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0194,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/RAKBANK,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0195,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Moniepoint,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
