transcript_id,set,archetype,sub_type,market,resolution,sentiment_arc,agent_consistency,intent,turns,customer_start_sentiment,customer_end_sentiment,customer_sentiment_delta,agent_mean_sentiment,agent_min_sentiment,customer_mean_sentiment,predicted_intent,intent_confidence,predicted_resolution,resolution_confidence,resolution_signals,resolution_score,sentiment_score,consistency_score,efficiency_score,final_score,narrative
VS_0070,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.4643,0.0386,-0.4257,0.375,-0.2878,0.2918,billing_error,0.5452,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,42.41,40.66,66.67,67.52,Call ended in resolution. Customer sentiment declined or remained negative through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0071,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966,loan_escalation,0.4519,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,48.03,83.33,73.38,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0072,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4123,-0.2878,0.2907,loan_escalation,0.4657,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,48.03,83.33,73.88,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0073,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.5685,0.2384,-0.3302,0.4207,-0.2878,0.4042,billing_error,0.5337,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,49.23,49.69,83.33,73.04,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0074,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636,loan_escalation,0.514,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,40.66,66.67,70.24,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0075,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3141,0.0386,-0.2755,0.4218,-0.2878,0.3073,loan_escalation,0.4204,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,49.91,66.67,72.59,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0076,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21,0.5252,0.2712,-0.2541,0.3949,-0.2878,0.3653,billing_error,0.5104,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,54.67,44.59,50.0,70.32,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0077,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966,loan_escalation,0.4815,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,48.03,83.33,73.38,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0078,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4215,-0.2878,0.2907,loan_escalation,0.4624,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,49.85,83.33,74.25,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0079,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636,billing_error,0.5144,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,40.66,66.67,70.24,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0080,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966,loan_escalation,0.4793,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,48.03,83.33,73.38,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0081,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3141,0.0386,-0.2755,0.3832,-0.2878,0.2584,loan_escalation,0.4626,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,42.28,66.67,71.06,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0082,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966,billing_error,0.5088,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,48.03,83.33,73.38,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0083,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.5252,0.2712,-0.2541,0.422,-0.2878,0.4016,loan_escalation,0.4825,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,54.67,49.95,83.33,74.72,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0084,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21,0.3141,0.0386,-0.2755,0.387,-0.2878,0.2766,loan_escalation,0.4286,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,43.03,50.0,69.55,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0085,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636,billing_error,0.5572,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,40.66,66.67,70.24,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0086,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636,loan_escalation,0.4856,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,40.66,66.67,70.24,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0087,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3141,0.0386,-0.2755,0.375,-0.2878,0.2584,loan_escalation,0.4438,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,40.66,66.67,70.74,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0088,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966,billing_error,0.53,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,48.03,83.33,73.38,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0089,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966,loan_escalation,0.4812,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,48.03,83.33,73.38,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0090,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4215,-0.2878,0.2907,loan_escalation,0.4732,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,49.85,83.33,74.25,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0091,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.4643,0.0386,-0.4257,0.375,-0.2878,0.2918,billing_error,0.5286,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,42.41,40.66,66.67,67.52,Call ended in resolution. Customer sentiment declined or remained negative through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0092,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21,0.3376,0.0386,-0.299,0.387,-0.2878,0.2813,loan_escalation,0.512,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,43.03,50.0,69.04,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0093,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.5134,0.2712,-0.2422,0.422,-0.2878,0.3986,loan_escalation,0.468,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,55.52,49.95,83.33,74.98,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0094,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636,billing_error,0.5264,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,40.66,66.67,70.24,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0095,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966,loan_escalation,0.4869,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,48.03,83.33,73.38,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0096,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4123,-0.2878,0.2907,loan_escalation,0.4317,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,48.03,83.33,73.88,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0097,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.4643,0.0386,-0.4257,0.4218,-0.2878,0.3407,billing_error,0.5373,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,42.41,49.91,66.67,69.37,Call ended in resolution. Customer sentiment declined or remained negative through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0098,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966,loan_escalation,0.4665,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,48.03,83.33,73.38,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0099,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.4869,0.2384,-0.2486,0.4294,-0.2878,0.3901,loan_escalation,0.4433,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,55.06,51.41,66.67,73.47,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0100,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21,0.4643,0.0386,-0.4257,0.387,-0.2878,0.3066,billing_error,0.5336,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,42.41,43.03,50.0,66.33,Call ended in resolution. Customer sentiment declined or remained negative through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0101,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966,loan_escalation,0.4741,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,48.03,83.33,73.38,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0102,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21,0.3141,0.0386,-0.2755,0.3945,-0.2878,0.2766,loan_escalation,0.4515,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,44.51,50.0,69.84,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0103,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125,billing_error,0.5074,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,49.91,66.67,72.09,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0104,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636,loan_escalation,0.518,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,40.66,66.67,70.24,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0105,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.4869,0.2384,-0.2486,0.4207,-0.2878,0.3838,loan_escalation,0.4307,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,55.06,49.69,83.33,74.79,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0106,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125,billing_error,0.558,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,49.91,66.67,72.09,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0107,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966,loan_escalation,0.5087,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,48.03,83.33,73.38,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0108,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3141,0.0386,-0.2755,0.43,-0.2878,0.3073,loan_escalation,0.4333,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,51.53,66.67,72.92,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0109,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.5252,0.2712,-0.2541,0.422,-0.2878,0.4016,billing_error,0.5511,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,54.67,49.95,83.33,74.72,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0110,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125,loan_escalation,0.5054,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,49.91,66.67,72.09,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0111,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.4869,0.2384,-0.2486,0.4258,-0.2878,0.3838,loan_escalation,0.4432,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,55.06,50.7,83.33,74.99,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0112,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966,billing_error,0.5235,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,48.03,83.33,73.38,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0113,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636,billing_error,0.4723,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,40.66,66.67,70.24,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0114,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4123,-0.2878,0.2907,loan_escalation,0.4499,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,48.03,83.33,73.88,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0115,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636,billing_error,0.5283,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,40.66,66.67,70.24,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0116,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21,0.3376,0.0386,-0.299,0.387,-0.2878,0.2813,loan_escalation,0.5083,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,43.03,50.0,69.04,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0117,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3141,0.0386,-0.2755,0.4218,-0.2878,0.3073,loan_escalation,0.4533,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,49.91,66.67,72.59,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0118,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.4643,0.0386,-0.4257,0.4123,-0.2878,0.3282,billing_error,0.5477,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,42.41,48.03,83.33,70.66,Call ended in resolution. Customer sentiment declined or remained negative through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0119,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125,loan_escalation,0.5049,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,49.91,66.67,72.09,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0120,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4215,-0.2878,0.2907,loan_escalation,0.4657,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,49.85,83.33,74.25,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0121,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.4643,0.0386,-0.4257,0.4123,-0.2878,0.3282,billing_error,0.5334,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,42.41,48.03,83.33,70.66,Call ended in resolution. Customer sentiment declined or remained negative through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0122,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966,loan_escalation,0.5052,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,48.03,83.33,73.38,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0123,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.5134,0.2712,-0.2422,0.3837,-0.2878,0.3544,loan_escalation,0.4509,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,55.52,42.38,66.67,71.8,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0124,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125,billing_error,0.544,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,49.91,66.67,72.09,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0125,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966,loan_escalation,0.4937,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,48.03,83.33,73.38,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0126,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3141,0.0386,-0.2755,0.4218,-0.2878,0.3073,loan_escalation,0.4239,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,49.91,66.67,72.59,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0127,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636,billing_error,0.5575,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,40.66,66.67,70.24,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
