transcript_id,set,archetype,sub_type,market,resolution,sentiment_arc,agent_consistency,intent,turns,customer_start_sentiment,customer_end_sentiment,customer_sentiment_delta,agent_mean_sentiment,agent_min_sentiment,customer_mean_sentiment
VS_0110,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125
VS_0111,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.4869,0.2384,-0.2486,0.4258,-0.2878,0.3838
VS_0112,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966
VS_0113,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636
VS_0114,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4123,-0.2878,0.2907
VS_0115,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636
VS_0116,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21,0.3376,0.0386,-0.299,0.387,-0.2878,0.2813
VS_0117,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3141,0.0386,-0.2755,0.4218,-0.2878,0.3073
VS_0118,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.4643,0.0386,-0.4257,0.4123,-0.2878,0.3282
VS_0119,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125
VS_0120,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4215,-0.2878,0.2907
VS_0121,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.4643,0.0386,-0.4257,0.4123,-0.2878,0.3282
VS_0122,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966
VS_0123,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.5134,0.2712,-0.2422,0.3837,-0.2878,0.3544
VS_0124,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125
VS_0125,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966
VS_0126,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3141,0.0386,-0.2755,0.4218,-0.2878,0.3073
VS_0127,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636
VS_0128,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125
VS_0129,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.4869,0.2384,-0.2486,0.4294,-0.2878,0.3901
VS_0130,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.5006,0.2384,-0.2623,0.4207,-0.2878,0.3873
VS_0131,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125
VS_0132,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4215,-0.2878,0.2907
VS_0133,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.4643,0.0386,-0.4257,0.4218,-0.2878,0.3407
VS_0134,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966
VS_0135,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4123,-0.2878,0.2907
VS_0136,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.5834,0.2712,-0.3123,0.4305,-0.2878,0.4189
VS_0137,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125
VS_0138,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3141,0.0386,-0.2755,0.4218,-0.2878,0.3073
VS_0139,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966
VS_0140,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21,0.5288,0.0386,-0.4902,0.387,-0.2878,0.3195
VS_0141,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4123,-0.2878,0.2907
VS_0142,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966
VS_0143,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125
VS_0144,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21,0.3141,0.0386,-0.2755,0.387,-0.2878,0.2766
VS_0145,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.4643,0.0386,-0.4257,0.4123,-0.2878,0.3282
VS_0146,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21,0.3376,0.0386,-0.299,0.387,-0.2878,0.2813
VS_0147,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3141,0.0386,-0.2755,0.375,-0.2878,0.2584
VS_0148,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.4643,0.0386,-0.4257,0.375,-0.2878,0.2918
VS_0149,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636
VS_0150,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3141,0.0386,-0.2755,0.375,-0.2878,0.2584
VS_0151,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21,0.4643,0.0386,-0.4257,0.387,-0.2878,0.3066
VS_0152,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636
VS_0153,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4215,-0.2878,0.2907
VS_0154,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125
VS_0155,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125
VS_0156,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4123,-0.2878,0.2907
VS_0157,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966
VS_0158,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636
VS_0159,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3141,0.0386,-0.2755,0.3832,-0.2878,0.2584
VS_0160,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966
VS_0161,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125
VS_0162,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4123,-0.2878,0.2907
VS_0163,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.4643,0.0386,-0.4257,0.375,-0.2878,0.2918
VS_0164,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966
VS_0165,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3141,0.0386,-0.2755,0.375,-0.2878,0.2584
VS_0166,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966
VS_0167,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.5252,0.2712,-0.2541,0.422,-0.2878,0.4016
VS_0168,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4123,-0.2878,0.2907
VS_0169,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125
VS_0170,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125
VS_0171,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Kuda,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15,-0.0873,0.0386,0.1259,0.3894,-0.296,0.2124
VS_0172,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/NCBA,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19,-0.2464,0.0386,0.285,0.2402,-0.7179,0.1187
VS_0173,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19,-0.2464,0.0386,0.285,0.3574,-0.296,0.1034
VS_0174,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.0873,0.0386,0.1259,0.2669,-0.7179,0.1335
VS_0175,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15,-0.2464,0.0386,0.285,0.3894,-0.296,0.1669
VS_0176,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/RAKBANK,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.1584,0.0386,0.1969,0.2753,-0.7179,0.1158
VS_0177,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/OPay,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15,-0.2464,0.0386,0.285,0.3894,-0.296,0.1669
VS_0178,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Absa Kenya,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.2669,-0.7179,0.0938
VS_0179,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Emirates NBD,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15,-0.2464,0.0386,0.285,0.3997,-0.296,0.1669
VS_0180,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Moniepoint,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.2669,-0.7179,0.0938
VS_0181,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/NCBA,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.1584,0.0386,0.1969,0.3545,-0.296,0.2078
VS_0182,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/RAKBANK,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.1584,0.0386,0.1969,0.2753,-0.7179,0.1158
VS_0183,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Moniepoint,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15,-0.1584,0.0386,0.1969,0.3988,-0.296,0.192
VS_0184,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.2669,-0.7179,0.0938
VS_0185,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.1358,0.0386,0.1744,0.3558,-0.296,0.2134
VS_0186,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19,-0.2464,0.0386,0.285,0.2402,-0.7179,0.1187
VS_0187,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.3971,-0.296,0.0765
VS_0188,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.2669,-0.7179,0.0938
VS_0189,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Moniepoint,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.0873,0.0386,0.1259,0.3461,-0.296,0.2256
VS_0190,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19,-0.2464,0.0386,0.285,0.2861,-0.7179,0.0215
VS_0191,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/RAKBANK,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15,-0.2464,0.0386,0.285,0.3894,-0.296,0.1669
VS_0192,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Kuda,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19,0.0233,0.0386,0.0153,0.2948,-0.7179,0.0814
VS_0193,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/KCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.1358,0.0386,0.1744,0.4068,-0.296,0.1041
VS_0194,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/RAKBANK,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.2669,-0.7179,0.0938
VS_0195,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Moniepoint,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.0873,0.0386,0.1259,0.3461,-0.296,0.2256
VS_0196,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/NCBA,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19,-0.2464,0.0386,0.285,0.2861,-0.7179,0.0215
VS_0197,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.3971,-0.296,0.0765
VS_0198,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/OPay,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19,-0.0873,0.0386,0.1259,0.2402,-0.7179,0.154
VS_0199,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15,-0.1584,0.0386,0.1969,0.3988,-0.296,0.192
VS_0200,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.2669,-0.7179,0.0938
VS_0201,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Kuda,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.0873,0.0386,0.1259,0.3461,-0.296,0.2256
VS_0202,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/KCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,21,-0.2464,0.0386,0.285,0.2601,-0.7179,0.0512
VS_0203,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15,-0.2464,0.0386,0.285,0.3894,-0.296,0.1669
VS_0204,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Kuda,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,0.0008,0.0386,0.0378,0.2753,-0.7179,0.1555
VS_0205,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.1584,0.0386,0.1969,0.4055,-0.296,0.0985
VS_0206,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19,-0.1584,0.0386,0.1969,0.2478,-0.7179,0.1382
VS_0207,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Moniepoint,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.1358,0.0386,0.1744,0.3558,-0.296,0.2134
VS_0208,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Absa Kenya,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19,-0.2464,0.0386,0.285,0.2861,-0.7179,0.0215
VS_0209,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.3461,-0.296,0.1858
VS_0210,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Kuda,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.2669,-0.7179,0.0938
VS_0211,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/KCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.3461,-0.296,0.1858
VS_0212,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.1358,0.0386,0.1744,0.2766,-0.7179,0.1214
VS_0213,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.3971,-0.296,0.0765
VS_0214,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19,-0.2464,0.0386,0.285,0.2861,-0.7179,0.0215
VS_0215,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15,-0.2464,0.0386,0.285,0.3894,-0.296,0.1669
VS_0216,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.0873,0.0386,0.1259,0.2669,-0.7179,0.1335
VS_0217,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Absa Kenya,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15,-0.2464,0.0386,0.285,0.3894,-0.296,0.1669
VS_0218,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/RAKBANK,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19,-0.2464,0.0386,0.285,0.2861,-0.7179,0.0215
VS_0219,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Kuda,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.3461,-0.296,0.1858
VS_0220,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/NCBA,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.2669,-0.7179,0.0938
VS_0221,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.3461,-0.296,0.1858
VS_0222,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Moniepoint,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.2669,-0.7179,0.0938
VS_0223,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/NCBA,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15,-0.2464,0.0386,0.285,0.3894,-0.296,0.1669
VS_0224,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.2669,-0.7179,0.0938
VS_0225,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Moniepoint,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19,0.0233,0.0386,0.0153,0.3661,-0.296,0.1633
VS_0226,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/KCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19,-0.2464,0.0386,0.285,0.2861,-0.7179,0.0215
VS_0227,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15,-0.2464,0.0386,0.285,0.3894,-0.296,0.1669
VS_0228,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.0873,0.0386,0.1259,0.2669,-0.7179,0.1335
VS_0229,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Absa Kenya,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15,-0.2464,0.0386,0.285,0.3894,-0.296,0.1669
VS_0230,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.1358,0.0386,0.1744,0.2766,-0.7179,0.1214
VS_0231,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15,-0.0873,0.0386,0.1259,0.3894,-0.296,0.2124
VS_0232,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19,-0.1358,0.0386,0.1744,0.2948,-0.7179,0.0461
VS_0233,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15,-0.1584,0.0386,0.1969,0.3988,-0.296,0.192
VS_0234,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/OPay,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19,-0.0873,0.0386,0.1259,0.2402,-0.7179,0.154
VS_0235,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15,-0.2464,0.0386,0.285,0.3894,-0.296,0.1669
VS_0236,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17,-0.2464,0.0386,0.285,0.2669,-0.7179,0.0938
